0,1668,1593,1000000000000,0,200000000000,200000000000,58057980,NO_ONGOING,
1,1593,1668,1000000000000,0,200000000000,200000000000,57715740,NO_ONGOING,
2,1643,1680,1000000000000,0,200000000000,200000000000,38083860,NO_ONGOING,
3,1680,1643,1000000000000,0,200000000000,200000000000,37068180,NO_ONGOING,
4,1642,1595,1000000000000,0,200000000000,200000000000,88177860,NO_ONGOING,
5,1595,1642,1000000000000,0,200000000000,200000000000,88166820,NO_ONGOING,
6,1633,1679,1000000000000,0,200000000000,200000000000,39419700,NO_ONGOING,
7,1679,1633,1000000000000,0,200000000000,200000000000,37824420,NO_ONGOING,
8,1594,1641,1000000000000,0,200000000000,200000000000,35561220,NO_ONGOING,
9,1641,1594,1000000000000,0,200000000000,200000000000,35550180,NO_ONGOING,
10,1585,1681,1000000000000,0,200000000000,200000000000,34493100,NO_ONGOING,
11,1681,1585,1000000000000,0,200000000000,200000000000,34490340,NO_ONGOING,
12,1648,1596,1000000000000,0,200000000000,200000000000,31989780,NO_ONGOING,
13,1596,1648,1000000000000,0,200000000000,200000000000,31993920,NO_ONGOING,
14,1640,1625,1000000000000,0,200000000000,200000000000,18222900,NO_ONGOING,
15,1625,1640,1000000000000,0,200000000000,200000000000,21924060,NO_ONGOING,
16,1606,1645,1000000000000,0,200000000000,200000000000,36826680,NO_ONGOING,
17,1645,1606,1000000000000,0,200000000000,200000000000,39491460,NO_ONGOING,
18,1630,1591,1000000000000,0,200000000000,200000000000,57173400,NO_ONGOING,
19,1591,1630,1000000000000,0,200000000000,200000000000,47829420,NO_ONGOING,
20,1675,1626,1000000000000,0,200000000000,200000000000,35804100,NO_ONGOING,
21,1626,1675,1000000000000,0,200000000000,200000000000,32703240,NO_ONGOING,
22,1665,1615,1000000000000,0,200000000000,200000000000,67479240,NO_ONGOING,
23,1615,1665,1000000000000,0,200000000000,200000000000,67731780,NO_ONGOING,
24,1666,1592,1000000000000,0,200000000000,200000000000,30687060,NO_ONGOING,
25,1592,1666,1000000000000,0,200000000000,200000000000,30949260,NO_ONGOING,
26,1584,1653,1000000000000,0,200000000000,200000000000,46713000,NO_ONGOING,
27,1653,1584,1000000000000,0,200000000000,200000000000,46711620,NO_ONGOING,
28,1669,1609,1000000000000,0,200000000000,200000000000,72031860,NO_ONGOING,
29,1609,1669,1000000000000,0,200000000000,200000000000,81186780,NO_ONGOING,
30,1676,1612,1000000000000,0,200000000000,200000000000,35627460,NO_ONGOING,
31,1612,1676,1000000000000,0,200000000000,200000000000,40239420,NO_ONGOING,
32,1608,1603,1000000000000,0,200000000000,200000000000,61292700,NO_ONGOING,
33,1603,1608,1000000000000,0,200000000000,200000000000,61292700,NO_ONGOING,
34,1602,1649,1000000000000,0,200000000000,200000000000,34920900,NO_ONGOING,
35,1649,1602,1000000000000,0,200000000000,200000000000,34920900,NO_ONGOING,
36,1611,1605,1000000000000,0,200000000000,200000000000,105552060,NO_ONGOING,
37,1605,1611,1000000000000,0,200000000000,200000000000,105550680,NO_ONGOING,
38,1623,1682,1000000000000,0,200000000000,200000000000,37992780,NO_ONGOING,
39,1682,1623,1000000000000,0,200000000000,200000000000,39632220,NO_ONGOING,
40,1621,1671,1000000000000,0,200000000000,200000000000,25426500,NO_ONGOING,
41,1671,1621,1000000000000,0,200000000000,200000000000,22180740,NO_ONGOING,
42,1677,1613,1000000000000,0,200000000000,200000000000,33074460,NO_ONGOING,
43,1613,1677,1000000000000,0,200000000000,200000000000,37513920,NO_ONGOING,
44,1635,1590,1000000000000,0,200000000000,200000000000,80480220,NO_ONGOING,
45,1590,1635,1000000000000,0,200000000000,200000000000,80488500,NO_ONGOING,
46,1654,1637,1000000000000,0,200000000000,200000000000,34954020,NO_ONGOING,
47,1637,1654,1000000000000,0,200000000000,200000000000,23897460,NO_ONGOING,
48,1655,1604,1000000000000,0,200000000000,200000000000,41693940,NO_ONGOING,
49,1604,1655,1000000000000,0,200000000000,200000000000,41693940,NO_ONGOING,
50,1638,1673,1000000000000,0,200000000000,200000000000,27656580,NO_ONGOING,
51,1673,1638,1000000000000,0,200000000000,200000000000,27656580,NO_ONGOING,
52,1616,1628,1000000000000,0,200000000000,200000000000,94564500,NO_ONGOING,
53,1628,1616,1000000000000,0,200000000000,200000000000,86444580,NO_ONGOING,
54,1636,1683,1000000000000,0,200000000000,200000000000,41980980,NO_ONGOING,
55,1683,1636,1000000000000,0,200000000000,200000000000,46319700,NO_ONGOING,
56,1632,1617,1000000000000,0,200000000000,200000000000,81264060,NO_ONGOING,
57,1617,1632,1000000000000,0,200000000000,200000000000,73820340,NO_ONGOING,
58,1629,1656,1000000000000,0,200000000000,200000000000,41884380,NO_ONGOING,
59,1656,1629,1000000000000,0,200000000000,200000000000,45947100,NO_ONGOING,
60,1634,1614,1000000000000,0,200000000000,200000000000,39723300,NO_ONGOING,
61,1614,1634,1000000000000,0,200000000000,200000000000,36534120,NO_ONGOING,
62,1598,1664,1000000000000,0,200000000000,200000000000,47169780,NO_ONGOING,
63,1664,1598,1000000000000,0,200000000000,200000000000,38199780,NO_ONGOING,
64,1674,1607,1000000000000,0,200000000000,200000000000,34090140,NO_ONGOING,
65,1607,1674,1000000000000,0,200000000000,200000000000,37874100,NO_ONGOING,
66,1650,1622,1000000000000,0,200000000000,200000000000,42897300,NO_ONGOING,
67,1622,1650,1000000000000,0,200000000000,200000000000,42897300,NO_ONGOING,
68,1651,1646,1000000000000,0,200000000000,200000000000,38688300,NO_ONGOING,
69,1646,1651,1000000000000,0,200000000000,200000000000,38685540,NO_ONGOING,
70,1618,1639,1000000000000,0,200000000000,200000000000,62209020,NO_ONGOING,
71,1639,1618,1000000000000,0,200000000000,200000000000,76635540,NO_ONGOING,
72,1663,1586,1000000000000,0,200000000000,200000000000,39577020,NO_ONGOING,
73,1586,1663,1000000000000,0,200000000000,200000000000,39577020,NO_ONGOING,
74,1610,1631,1000000000000,0,200000000000,200000000000,59965140,NO_ONGOING,
75,1631,1610,1000000000000,0,200000000000,200000000000,68410740,NO_ONGOING,
76,1661,1587,1000000000000,0,200000000000,200000000000,29814900,NO_ONGOING,
77,1587,1661,1000000000000,0,200000000000,200000000000,29814900,NO_ONGOING,
78,1601,1662,1000000000000,0,200000000000,200000000000,34015620,NO_ONGOING,
79,1662,1601,1000000000000,0,200000000000,200000000000,34015620,NO_ONGOING,
80,1670,1652,1000000000000,0,200000000000,200000000000,67712460,NO_ONGOING,
81,1652,1670,1000000000000,0,200000000000,200000000000,63514500,NO_ONGOING,
82,1619,1644,1000000000000,0,200000000000,200000000000,23262660,NO_ONGOING,
83,1644,1619,1000000000000,0,200000000000,200000000000,24121020,NO_ONGOING,
84,1600,1597,1000000000000,0,200000000000,200000000000,26213100,NO_ONGOING,
85,1597,1600,1000000000000,0,200000000000,200000000000,29398140,NO_ONGOING,
86,1667,1599,1000000000000,0,200000000000,200000000000,36350580,NO_ONGOING,
87,1599,1667,1000000000000,0,200000000000,200000000000,26294520,NO_ONGOING,
88,1657,1647,1000000000000,0,200000000000,200000000000,37526340,NO_ONGOING,
89,1647,1657,1000000000000,0,200000000000,200000000000,37070940,NO_ONGOING,
90,1620,1588,1000000000000,0,200000000000,200000000000,100147980,NO_ONGOING,
91,1588,1620,1000000000000,0,200000000000,200000000000,100147980,NO_ONGOING,
92,1589,1659,1000000000000,0,200000000000,200000000000,31807620,NO_ONGOING,
93,1659,1589,1000000000000,0,200000000000,200000000000,31807620,NO_ONGOING,
