26,98174078,98000000
26,207367366,99375000
26,212364756,101203125
26,214702354,103052734
26,217039952,105046142
26,219377550,107040374
26,316517454,120910327
26,321514844,120046536
26,323809242,118915719
26,326103640,118051254
26,328398038,117544847
26,330692436,116976741
26,332986834,116479648
26,425667542,127669692
26,427961940,125585980
26,431855331,123637732
26,434192929,122308015
26,436530527,121144513
26,438868125,120001448
26,441205723,119376267
26,443543321,118829233
26,445880919,118350578
26,448175317,118306755
26,450469715,118268410
26,549164296,118984858
26,549207496,119611750
26,549250696,119910281
26,549293896,119671495
26,549337096,119462558
26,549380296,118904738
26,549731217,118166645
26,552025615,117895814
26,554320013,117658837
26,556614411,117326482
26,558908809,117285671
26,561203207,117374962
26,563497605,117453091
26,565792003,117771454
26,568086401,118050022
26,570380799,118293769
26,672080772,131257047
26,674677570,130474916
26,678162367,130290551
26,680499965,130379232
26,682837563,130706828
26,686322360,131493474
26,686365560,132181789
26,690913429,133284065
26,695502225,134873556
26,700091021,136889361
26,703532618,139028190
26,705827016,140774666
26,708121414,142677832
26,710415812,144343103
26,712710210,145800215
26,715004608,147450188
26,717299006,148893914
26,719593404,150032174
26,721887802,151278152
26,724182200,152493383
26,726476598,153556710
26,728770996,154737121
26,731065394,155769980
26,733359792,156673732
26,851391689,172214515
26,851434889,173062700
26,851478089,173554862
26,851521289,173985504
26,851564489,173862316
26,851607689,173504526
26,851650889,173191460
26,851694089,172667527
26,851737289,171709086
26,851780489,170870450
26,852082889,170261643
26,856714885,169728937
26,861346881,169887819
26,865978877,169901841
26,870610873,169914110
26,875242869,170549846
26,876519668,170856115
26,876606068,170874100
26,876692468,170889837
26,876778868,170528607
26,876865268,169962531
26,876951668,169467214
26,877595576,168908812
26,882184372,168670210
26,885625969,168836433
26,890214765,169356878
26,893656362,169937268
26,898245158,171070109
26,900539556,172061345
26,902833954,172803676
26,905128352,173828216
26,907422750,174724689
26,909717148,175509102
26,912011546,176570464
26,914305944,177374156
26,916600342,178077386
26,1116169768,203692712
26,1116212968,211356123
26,1116256168,218061607
26,1116299368,223928906
26,1116342568,229062792
26,1116385768,233554943
26,1116428968,237485575
26,1116472168,240924878
26,1116515368,243934268
26,1116558568,246567484
26,1116601768,248871548
26,1116644968,250887604
26,1116688168,252651653
26,1116731368,254195196
26,1116774568,255545796
26,1116817768,256727571
26,1116860968,257636624
26,1116904168,257932046
26,1116947368,258190540
26,1116990568,257791722
26,1117033768,257067756
26,1117076968,256434286
26,1117120168,255255000
26,1117163368,253598125
26,1117206568,252148359
26,1117249768,250754814
26,1119846566,249785462
26,1124478562,249562279
26,1129240158,249991994
26,1129326558,250367994
26,1129412958,250696994
26,1129456158,250984869
26,1129542558,251236760
26,1129628958,251457165
26,1129715358,251525019
26,1129758558,250959391
26,1129844958,250464467
26,1129931358,249656408
26,1130017758,248449357
26,1130060958,247393187
26,1130147358,246094038
26,1130233758,244332283
26,1130276958,242790747
26,1130363358,241191903
26,1130449758,239542915
26,1130536158,238100050
26,1130579358,236462543
26,1130665758,234779725
26,1130752158,233307259
26,1134028026,232268851
26,1137469623,231360244
26,1140911220,230940213
26,1144352817,230822686
26,1147794414,230844850
26,1411995784,263864243
26,1412038984,267881212
26,1412082184,271396060
